343717
343984
1626697
1641884
232163
1552327
1545289
1630674
15023
465532
700998
706060
729379
729374
696206
1474882
293646
1875526
264787
593854
657191
1669099
1259587
381819
757148
447103
1368871
1345073
791919
40768
106659
420160
531014
189896
1244417
676867
1229204
1939728
1595965
77439
184963
1812257
935888
14497
389664
844736
640355
1681768
16042
842090
