776,2,65
886,1,65
578,2,65
932,1,65
214,1,64
3,2,64
896,1,64
324,1,64
332,1,64
1236,2,64
113,2,64
1268,2,64
1806,2,64
877,2,63
1626,2,63
993,2,63
1749,2,63
1512,1,62
1001,1,62
1411,1,62
549,1,62
198,2,62
937,2,62
713,1,62
1580,1,62
1154,1,62
296,1,62
492,1,62
428,1,62
1378,2,62
1540,2,62
1323,1,62
210,1,62
559,1,61
238,1,61
1358,1,61
1816,1,60
1226,2,60
1579,1,60
319,1,60
1592,1,60
178,1,60
1374,2,60
1768,1,60
827,2,60
1534,2,60
358,1,59
1577,2,59
1834,1,59
1046,1,59
1467,1,59
960,1,59
1455,1,59
1703,1,58
558,1,58
1091,1,58
1847,1,58
389,2,56
1480,1,56
216,2,55
670,2,55
1134,1,55
965,1,53
607,1,53
828,2,53
481,2,53
1234,1,53
1706,1,53
106,2,53
1541,2,53
1451,1,52
586,1,52
476,1,52
509,2,51
46,2,50
1205,2,50
1211,1,49
857,2,48
890,2,48
1719,2,48
950,1,48
1815,1,48
1399,2,48
66,2,48
463,1,48
470,2,48
1448,1,47
1562,2,47
1587,2,47
599,2,47
860,1,47
441,2,47
521,2,47
1152,2,47
236,2,47
1572,2,47
192,1,47
1466,1,47
1463,2,47
1586,1,47
1656,1,47
878,2,47
1717,1,47
1162,1,47
1285,2,47
1008,1,47
1409,2,47
1598,2,47
653,2,47
740,2,47
70,1,47
1526,2,47
649,2,47
1063,1,47
275,1,46
1860,1,46
807,1,46
1757,1,46
1145,1,46
161,1,45
948,1,45
666,2,45
1698,2,45
1052,1,45
1473,2,45
923,1,45
1429,2,44
241,2,44
1701,2,44
245,2,44
949,1,44
714,2,44
1305,2,44
798,2,43
1510,1,43
44,1,43
1351,2,42
1537,2,42
219,2,42
727,2,42
532,2,42
1498,2,42
417,2,42
1765,2,42
316,2,41
1807,2,41
1659,2,41
530,1,41
1123,2,41
1832,2,41
784,1,41
243,2,41
1747,1,41
1260,1,41
1209,2,41
1583,2,41
1735,1,41
1420,2,41
1707,2,41
307,2,40
1800,1,40
842,1,40
612,1,40
1412,1,40
1502,2,40
537,2,40
1497,2,40
1422,2,40
299,1,40
350,1,40
814,2,40
1042,2,40
818,2,40
487,2,40
36,2,40
651,1,40
313,2,40
1657,2,40
1495,2,40
701,2,40
1405,2,40
894,2,40
1639,1,40
576,2,40
1212,2,40
838,2,40
826,2,39
1741,2,39
354,2,39
758,2,39
677,2,39
230,2,39
1390,1,39
987,2,39
954,2,39
437,1,39
1193,2,39
611,2,39
445,2,39
1129,2,39
488,2,39
1588,2,39
239,1,39
1010,1,39
1386,2,39
1436,2,39
883,2,39
117,2,39
926,1,39
708,2,39
1328,1,39
1517,2,39
1410,1,39
1584,2,39
16,2,39
956,2,39
664,2,39
707,2,39
147,2,39
273,1,39
1206,2,39
640,1,39
71,1,39
420,1,39
1525,2,39
177,1,39
1492,1,39
1391,2,39
935,2,39
829,1,39
1151,2,39
1519,2,39
963,2,39
386,1,39
306,2,39
540,2,39
1774,1,39
988,1,39
1265,2,39
742,1,39
1000,1,39
990,2,39
141,2,39
1615,2,39
1610,1,39
253,1,39
1280,2,39
1227,2,39
1316,1,39
1202,2,39
1620,2,39
1340,2,39
1453,2,39
442,2,39
411,2,39
110,2,39
754,2,39
1833,2,39
