463,1,30
599,2,30
649,2,30
66,2,30
857,2,30
1719,2,30
950,1,30
890,2,30
1815,1,30
470,2,30
236,2,30
1717,1,29
1145,1,29
1562,2,29
1598,2,29
1466,1,29
1526,2,29
740,2,29
70,1,29
1008,1,29
949,1,28
860,1,28
666,2,28
1473,2,28
1572,2,28
1448,1,28
1063,1,28
192,1,27
1409,2,27
441,2,26
1285,2,26
807,1,26
1399,2,26
878,2,26
1152,2,26
818,2,25
1429,2,25
1495,2,25
1525,2,25
838,2,25
110,2,25
653,2,25
1497,2,25
141,2,25
1586,1,25
923,1,25
1386,2,25
851,2,25
1463,2,24
1253,2,24
313,2,24
521,2,24
814,2,24
487,2,24
537,2,24
826,2,24
1523,2,24
1806,2,24
776,2,24
1193,2,24
1774,1,24
1517,2,23
354,2,23
101,1,23
1698,2,23
1397,2,23
498,2,23
1648,2,23
677,2,23
488,2,23
1390,1,23
829,1,23
38,2,23
353,2,23
954,2,23
326,2,23
1610,1,23
1162,1,23
932,1,23
253,1,23
269,1,22
275,1,22
1587,2,22
1537,2,22
1588,2,22
825,2,22
707,2,22
1685,2,22
1327,2,22
411,2,22
1701,2,22
1227,2,22
1032,2,21
307,2,21
1000,1,21
664,2,21
798,2,21
1833,2,21
177,1,21
1857,1,21
556,2,21
1405,2,21
334,1,21
1626,2,21
1844,2,20
1111,2,20
19,1,20
1284,2,20
988,1,20
1391,2,20
418,2,20
306,2,20
987,2,20
147,2,20
883,2,20
413,1,20
386,1,20
106,2,20
990,2,20
1001,1,20
153,2,20
1172,2,20
1655,1,20
1621,1,20
1265,2,20
239,1,20
1121,2,20
746,2,20
273,1,20
1584,2,20
1860,1,20
1453,2,20
1749,2,20
71,1,20
1807,2,20
1055,2,19
1800,1,19
324,1,19
492,1,19
1358,1,19
758,2,19
1410,1,19
578,2,19
1242,2,19
1741,2,19
1519,2,19
1129,2,19
1544,2,19
1420,2,19
194,2,18
877,2,18
640,1,18
907,1,18
1328,1,18
1565,1,18
1411,1,18
1154,1,18
1222,1,18
534,1,18
1094,1,18
993,2,18
974,1,18
1339,1,18
124,2,18
700,2,18
1209,2,18
1206,2,18
3,2,18
1100,1,18
1498,2,18
727,2,18
45,1,18
442,2,18
1551,2,18
444,1,18
1555,2,18
1753,2,18
1435,1,18
1773,1,18
1747,1,18
1035,2,18
500,1,18
1756,1,18
285,1,17
905,2,17
86,2,17
1639,1,17
563,1,17
1307,2,17
1378,2,17
1472,2,17
1309,1,17
886,1,17
1765,2,17
1608,1,17
1332,1,17
5,1,17
806,2,17
989,2,17
220,1,17
1446,1,17
711,1,17
210,1,17
36,2,17
1310,1,17
1657,2,17
1422,2,17
695,1,17
299,1,17
1599,1,17
1335,1,17
303,1,17
480,1,17
1829,2,17
84,2,17
482,1,17
1511,2,17
1834,1,17
714,2,17
1269,2,17
1529,2,17
423,2,17
1846,2,17
1236,2,17
150,2,16
1010,1,16
237,1,16
550,2,16
1028,1,16
894,2,16
526,2,16
117,2,16
1735,1,16
1385,1,16
1858,2,16
339,2,16
10,2,16
44,1,16
332,1,16
1406,1,16
896,1,16
445,2,16
149,1,16
1280,2,16
1592,1,16
658,2,16
1669,2,16
198,2,16
766,1,16
7,1,16
174,2,16
1346,1,16
1616,1,16
580,2,16
1816,1,16
629,1,16
1461,2,16
65,1,16
169,2,15
708,2,15
836,2,15
922,2,15
350,1,15
1861,1,15
612,1,15
956,2,15
262,1,15
429,2,15
1062,1,15
1417,2,15
1768,1,15
718,2,15
214,1,15
178,1,15
820,1,15
522,1,15
1579,1,15
754,2,15
701,2,15
1268,2,15
388,1,15
1089,2,15
588,1,15
1260,1,15
1212,2,15
535,2,15
238,1,15
1832,2,15
1492,1,15
713,1,15
1761,1,15
1581,2,15
1711,2,15
1745,2,15
420,1,15
1754,1,15
1585,1,15
952,1,15
968,1,15
319,1,15
539,2,15
417,2,15
1210,2,15
219,2,15
255,1,15
1412,1,15
1465,2,15
1295,2,15
837,2,15
229,2,15
572,2,15
1841,2,15
900,1,15
327,1,15
1366,2,15
278,1,15
1609,1,15
1455,1,15
1320,2,15
1171,2,15
745,2,15
1326,2,15
1294,2,15
1470,2,15
97,2,15
340,2,15
548,2,15
1801,2,15
1408,2,15
691,2,15
810,2,15
479,2,15
1518,2,15
1561,2,15
29,2,14
1656,1,14
196,2,14
1725,1,14
937,2,14
1042,2,14
784,1,14
845,2,14
289,1,14
1539,2,14
1835,2,14
1208,2,14
318,2,14
95,1,14
1247,2,14
187,2,14
82,2,14
1611,2,14
1452,2,14
1764,2,14
298,2,14
559,1,14
1082,2,14
544,1,14
1757,1,14
953,1,14
1659,2,14
895,2,14
1351,2,14
113,2,14
1707,2,14
1371,2,14
1673,2,14
458,2,14
1619,2,14
1228,2,14
928,2,14
1316,1,14
613,2,14
256,2,14
1590,2,14
248,2,14
505,2,14
1323,1,14
743,2,14
440,2,14
230,2,14
1289,1,14
1067,1,14
1786,2,14
1419,1,14
189,2,14
1855,2,14
735,2,14
1703,1,14
1486,2,14
646,2,14
1505,2,13
168,1,13
787,2,13
1149,1,13
485,2,13
628,2,13
611,2,13
1580,1,13
947,2,13
553,1,13
840,2,13
663,1,13
1425,2,13
291,2,13
378,2,13
1101,2,13
1190,1,13
716,1,13
558,1,13
1238,2,13
1625,2,13
1431,2,13
1541,2,13
346,2,13
1275,2,13
1438,2,13
1396,2,13
1583,2,13
1569,2,13
1426,2,13
422,2,13
1454,1,13
308,1,13
1595,2,13
1651,2,13
1643,2,13
325,1,13
1485,1,13
102,2,13
316,2,13
771,2,13
1153,2,13
1620,2,13
842,1,13
869,2,13
266,2,13
1277,2,13
965,1,13
1374,2,13
1340,2,13
1674,2,13
60,2,13
1301,2,13
1367,2,13
1259,2,13
456,2,13
1527,2,13
1048,1,13
898,2,13
547,2,13
21,1,13
868,2,13
419,2,13
1122,2,13
967,1,13
502,2,13
1115,1,13
850,1,13
573,2,13
528,1,13
1487,2,13
435,2,13
1249,2,13
171,2,13
720,1,13
760,2,13
31,1,13
1107,2,13
1341,2,13
1254,2,12
795,2,12
748,2,12
552,2,12
533,1,12
292,2,12
1134,1,12
969,2,12
134,2,12
364,2,12
1281,2,12
384,2,12
1231,1,12
17,1,12
100,2,12
917,2,12
186,2,12
200,2,12
986,2,12
679,2,12
892,2,12
431,2,12
39,1,12
476,1,12
1547,2,12
164,2,12
1136,2,12
1330,2,12
684,1,12
903,2,12
670,2,12
369,1,12
811,1,12
54,1,12
335,1,12
1220,1,12
1821,1,12
452,2,12
1271,2,12
783,2,12
233,2,12
1232,1,12
391,2,12
841,1,12
1479,2,12
193,1,12
1369,2,12
779,2,12
1110,1,12
1591,2,12
1494,1,12
6,2,12
1521,2,12
1226,2,12
1503,1,12
406,2,12
1654,2,12
1211,1,12
576,2,12
891,2,12
274,2,12
389,2,12
925,1,12
49,2,12
489,2,12
920,2,12
1432,2,12
53,1,12
1151,2,12
636,1,12
1559,2,12
652,1,12
1737,1,12
57,2,12
1077,1,12
409,2,12
428,1,12
130,2,12
656,2,12
1160,2,12
996,2,12
1688,2,12
1826,2,12
175,2,12
1192,2,12
1799,1,12
575,2,12
1540,2,12
1635,2,12
915,1,12
960,1,12
614,1,12
510,2,12
37,2,12
216,2,12
669,1,11
345,2,11
1225,2,11
336,1,11
322,2,11
125,2,11
621,2,11
799,2,11
881,2,11
777,2,11
1137,2,11
1847,1,11
582,2,11
1722,2,11
243,2,11
176,2,11
191,1,11
619,2,11
1046,1,11
570,2,11
1618,1,11
759,2,11
46,2,11
1368,2,11
660,1,11
590,2,11
1434,2,11
1355,2,11
780,2,11
78,1,11
562,1,11
906,1,11
843,2,11
1684,1,11
1763,2,11
979,1,11
1482,1,11
403,2,11
622,2,11
1641,2,11
271,1,11
1543,2,11
1467,1,11
1009,2,11
564,2,11
241,2,11
530,1,11
0,2,11
145,2,11
568,2,11
454,2,11
1824,1,11
709,1,11
1091,1,11
59,2,11
1099,2,11
64,2,11
935,2,11
311,1,11
1061,2,11
209,2,11
448,2,11
1790,2,11
1810,2,11
1079,1,11
1333,2,11
87,1,11
1445,2,11
1507,2,11
1315,2,11
393,1,11
540,2,11
1792,1,11
855,2,11
1205,2,11
616,2,11
581,2,11
34,1,11
1524,1,11
405,1,11
1689,2,11
1739,1,11
519,2,11
1535,1,11
1389,2,11
1027,2,11
543,2,11
1794,2,11
1331,2,11
908,2,11
721,2,11
26,2,11
1343,2,11
978,2,11
1736,2,11
1632,2,11
218,2,11
1344,2,11
493,2,11
984,2,11
674,1,11
1166,2,11
1721,2,11
659,2,11
1198,2,11
1,1,11
462,2,11
105,2,11
381,1,11
1407,1,10
1840,2,10
789,1,10
382,2,10
69,2,10
744,2,10
1513,2,10
483,1,10
1337,1,10
400,2,10
1167,2,10
1234,1,10
774,2,10
272,2,10
872,2,10
1743,2,10
472,2,10
791,2,10
107,2,10
1480,1,10
1102,2,10
358,1,10
634,2,10
889,2,10
764,1,10
933,1,10
1288,1,10
717,2,10
1322,2,10
234,2,10
1633,2,10
342,2,10
377,1,10
803,2,10
1534,2,10
1161,2,10
1395,1,10
467,2,10
763,2,10
1577,2,10
945,2,10
813,2,10
1252,1,10
212,1,10
1563,2,10
1788,1,10
1706,1,10
1716,1,10
801,2,10
161,1,10
1612,2,10
508,2,10
461,2,10
944,2,10
301,2,10
885,1,10
1258,2,10
1868,2,10
918,1,10
1785,2,10
1305,2,10
276,2,10
1510,1,10
955,2,10
1533,2,10
202,2,10
1142,2,10
1044,1,10
632,2,10
1481,2,10
1549,2,10
439,2,10
410,1,10
778,1,10
1502,2,10
844,2,10
924,2,10
1255,2,10
1839,2,10
279,2,10
1178,2,10
1594,2,10
373,1,10
704,2,10
240,1,10
1687,1,10
1849,2,10
770,1,10
425,2,10
1694,2,10
997,1,10
926,1,10
52,2,10
247,1,10
457,1,10
1856,2,10
58,2,10
1777,2,10
1705,2,10
1200,2,10
1825,2,10
1740,2,10
1682,2,10
888,2,10
654,2,10
1803,2,10
981,2,10
206,2,10
827,2,10
747,2,10
1796,2,10
1752,2,9
719,1,9
1403,2,9
356,1,9
1164,2,9
696,2,9
112,1,9
432,2,9
1681,1,9
651,1,9
592,2,9
260,1,9
910,2,9
1133,2,9
459,1,9
742,1,9
1624,1,9
1377,1,9
1436,2,9
1731,2,9
1506,1,9
1558,2,9
1006,1,9
1116,1,9
76,1,9
772,1,9
804,2,9
1646,2,9
1615,2,9
396,1,9
1413,2,9
1334,2,9
755,1,9
1279,2,9
1147,2,9
1727,1,9
1202,2,9
1270,2,9
642,2,9
517,2,9
1120,1,9
1143,2,9
370,2,9
733,2,9
477,1,9
1097,2,9
484,2,9
203,2,9
1049,1,9
1776,1,9
762,2,9
128,2,9
28,2,9
50,2,9
692,2,9
615,2,9
958,2,9
1266,2,9
941,2,9
1475,2,9
1219,1,9
858,2,9
641,1,9
1221,2,9
948,1,9
887,1,9
1679,1,9
1596,2,9
217,1,9
1194,2,9
668,2,9
1729,2,9
232,2,9
415,1,9
1287,2,9
1456,1,9
712,2,9
655,1,9
231,2,9
706,1,9
1775,1,9
