1248082838540276 1 83
984897514923970 2 82
1232652280084377 1 80
1184860318197081 2 73
1028653463824691 1 71
967904599955040 2 69
766930853452941 2 68
790968584383170 2 65
1050199278364640 1 65
1156515177710160 2 65
889409991135975 1 64
1317304811629412 1 63
947699415310665 2 61
1250197474995429 2 60
987880924584353 1 59
1228786040471567 2 59
1681070542134128 1 58
1078710875481660 2 56
10203880006679186 2 56
904443289632916 1 55
944596905606418 1 55
1050724671615297 1 54
746189708820204 2 53
878851478871923 1 53
901495966585271 2 53
1014019208618159 2 53
1101005163257544 2 53
1105696619449938 2 53
1147744198586379 1 53
914279135315041 1 52
937841882972066 1 52
966943386697552 1 52
972215712847292 2 52
1027434413944487 1 52
1067842903236514 2 52
1166826889997533 2 52
1220351304646104 2 52
1676915749260470 2 52
936829496397201 1 51
960614947353476 2 51
1023398891016548 1 51
1033535383374384 1 51
1077771258913719 1 51
1233562309993244 2 51
1256389231042972 1 51
623600634448100 2 50
919333884787513 2 50
960351554045671 1 50
1014940011882871 1 50
1032569676763279 2 50
911177838973586 1 49
933433563410713 2 49
935173853224499 2 49
936647243089685 1 49
1029782700376691 2 49
1047589671958261 2 49
1117638651588188 2 49
1123300291023639 2 49
1727582330794264 1 49
807630086026374 2 48
942616895793864 2 48
1221224321225700 1 48
1229652130384191 2 48
1235292013154568 2 48
614178708720376 1 47
928304517263246 2 47
947803025309981 2 47
973165849425247 1 47
1026052777445044 2 47
1033931806677983 1 47
1090287074323529 2 47
1101329859886525 2 47
1235650066452275 1 47
1252656414753776 2 47
1260448923970479 1 47
479959658795658 1 46
906770009405306 2 46
913549795394246 2 46
941151165966839 1 46
1029057807151391 2 46
1033975903288583 2 46
1044470202282659 1 46
906387232779396 2 45
908118775936371 2 45
919095068158581 2 45
922158071206846 1 45
931696606917511 2 45
937929102962892 2 45
956972327718836 2 45
1000385139983253 2 45
1034959829857767 2 45
1051035748250804 1 45
1054917661195401 2 45
1073356202688012 2 45
1082189811791090 2 45
1141511842540798 2 45
1145829382095695 2 45
1258623404154480 2 45
1704107803160274 2 45
898693440207743 1 44
925383620871969 2 44
925880317467233 2 44
939516619452505 2 44
946134365477233 2 44
978476905508986 2 44
1049183981769422 1 44
1054742631210783 2 44
1082433905108753 2 44
1128896673789785 2 44
1176743585675714 2 44
1200973003252038 2 44
1207644169250852 1 44
897893446932444 2 43
924426244309001 2 43
947277332018051 1 43
957492167651505 2 43
1033726229981759 1 43
1037703619583093 1 43
1041044739247979 1 43
1045943198757264 2 43
1068918619825608 2 43
1073409586017080 2 43
1093204377378581 2 43
1094149680604537 2 43
1097735950251571 1 43
1121785514499312 2 43
1134260769925236 2 43
1201165613232537 2 43
1354951031188031 1 43
858173810957394 1 42
865303163569055 1 42
887534828027332 2 42
894912247272485 2 42
903129263096378 2 42
917718104950016 2 42
918674431549784 2 42
937957059621323 2 42
956629617745632 2 42
997664870291808 2 42
1001040929919192 2 42
1008266352568672 2 42
1019834908083111 1 42
1031485123540225 2 42
1083118418374239 1 42
1124186137599160 2 42
1297344783625847 1 42
1690029927938961 1 42
10205176627366808 2 42
731073113660516 2 41
758760494228794 2 41
898889396846582 2 41
903623236399705 2 41
911330492287966 2 41
937235269701160 2 41
942611969155678 2 41
971716599515713 1 41
992961734076177 1 41
994833970537287 2 41
1040770709276695 1 41
1046053772082459 2 41
1054305784582166 2 41
1084040388286472 2 41
1095163937184743 2 41
1097291173628533 2 41
1097450003622020 2 41
1170791122948379 2 41
1187744871239634 1 41
1212445988771604 2 41
1298875246792770 2 41
1674454176132601 2 41
771836412921741 2 40
867503506697262 2 40
901185983297092 2 40
922669494478232 2 40
925590404157498 2 40
1003840396361499 1 40
1009605809060415 1 40
1055009671189284 1 40
1066259990061332 2 40
1066415596712383 1 40
1079838412035363 1 40
1092572804096499 2 40
1129398727079879 2 40
1197211303628610 2 40
1201741979840535 2 40
1217993504882905 2 40
1267405526608502 1 40
1313667248649220 1 40
1663640823873346 1 40
1672074636340713 2 40
10203491633931396 2 40
10204005753819114 2 40
626915640779663 2 39
676401039164139 2 39
738595356273852 2 39
747859042015015 2 39
904809389604522 1 39
908553875897579 2 39
922931391130885 2 39
965308966897847 2 39
997582983634518 1 39
1022686867749680 2 39
1037585949624952 2 39
1048389175181739 2 39
1050429491643540 2 39
1070380666316240 1 39
1095201063832609 2 39
1168735946488639 2 39
1188469894513666 2 39
1205446956136308 2 39
1241051279245401 1 39
1257538630929169 2 39
1302031229810828 2 39
645204315621454 1 38
933416566740726 2 38
941429409284020 2 38
957226334351910 1 38
975699722490430 1 38
979815315424609 2 38
988023124607496 1 38
1016671561688828 2 38
1041157822588968 1 38
1042031715819198 2 38
1074392705918064 1 38
1076470819040096 2 38
1098092570209505 1 38
1125659230787085 1 38
1197396616940652 1 38
1213565848659628 2 38
1227841717229575 2 38
1661601140748818 2 38
10205243560714148 2 38
446747882183861 1 37
575058392642280 2 37
780446192082844 2 37
788648617925197 2 37
851614524907755 1 37
922543081157156 2 37
937243763021798 2 37
942068879212767 2 37
950986481662272 2 37
952757091460041 2 37
975594029160069 1 37
992409400803035 2 37
995085807181497 2 37
1009544312400408 1 37
1044464365619268 2 37
1085963204755611 1 37
1086664394678631 2 37
1091007330919523 2 37
1099308553421014 2 37
1099490773416658 2 37
1145080295504082 2 37
1205146662833759 2 37
1226309947386368 2 37
1237681006249209 2 37
1238958576130796 1 37
1264634670230389 2 37
1269783576381612 1 37
1296856390328261 2 37
477998972390217 2 36
683179605155205 1 36
736633563110036 2 36
755234301244637 2 36
781208278655860 2 36
791506744329170 2 36
801945489931369 2 36
868614453234457 1 36
885749294866206 2 36
903713436374751 1 36
911277882288980 1 36
915336151885404 2 36
918303181578877 1 36
1006277269436147 2 36
1007575429285966 2 36
1014984235191284 1 36
1035341486488147 1 36
1042789382409102 2 36
1049478415072004 2 36
1053385218016900 2 36
1060164730702669 1 36
1065948683423451 2 36
1069687359737924 2 36
1092113020840512 1 36
1103564926362747 1 36
1123826814308942 1 36
1126917027333618 1 36
1178148825532888 2 36
1215711171779337 2 36
1231951946818356 2 36
1365103273506074 1 36
1664729120470837 2 36
444416815753429 1 35
756385041133141 1 35
908424199246558 2 35
915283511889761 2 35
939556916121258 1 35
1013914978672336 1 35
1029822057048411 1 35
1064732283592780 2 35
1074395199249209 2 35
1142420522442408 2 35
1183580558323179 1 35
1676735995913754 2 35
1677183292562268 2 35
10201357998068804 2 35
559805714176011 1 34
754714024628580 1 34
758386114306797 2 34
801705633274593 2 34
818777808248037 2 34
879700042128940 1 34
897945660253591 1 34
901031906659809 2 34
906240326162090 2 34
907116776043039 2 34
928869433872053 2 34
952251494851403 2 34
970991762966292 1 34
971778129574598 2 34
991928017536705 2 34
996290363725836 2 34
1011265785597888 2 34
1025107264178801 2 34
1094639780554617 2 34
1095981557093443 2 34
1099817550036997 2 34
1120196344671931 2 34
1136971796320481 1 34
1148376598520871 2 34
1186697801346708 2 34
1214613868553203 1 34
1220425501306809 2 34
1242535595762735 1 34
1244536472239981 1 34
1276379419054759 1 34
1355362994480443 2 34
10204869477247714 2 34
10205333570561726 2 34
510392669138949 1 33
531788506969795 1 33
623334564472036 2 33
774782712666752 2 33
894349843994780 2 33
911111842315456 1 33
914348615317542 1 33
938720079550998 1 33
946443428771898 2 33
981103505304256 2 33
1007165415973444 1 33
1020696097953738 1 33
1029058340450186 1 33
1041170059238302 2 33
1069435759741963 2 33
1069917979693677 1 33
1085675188137742 2 33
1095375317147480 1 33
1101893519830021 2 33
1112894615400847 2 33
1172324292786995 2 33
1212043898812988 2 33
1244553995561727 1 33
1245244648824475 2 33
1723255317690954 1 33
10205596162485102 1 33
548749755272616 2 32
673246706149819 2 32
744675788970749 2 32
880976538667952 2 32
895917310500134 2 32
898443830205100 2 32
903239473090019 1 32
911316422286993 2 32
926059370816483 2 32
927215190703437 2 32
971171186302513 1 32
1019000751455053 1 32
1045259978828332 1 32
1069220216430309 2 32
1071891449512318 2 32
1080162158697056 1 32
1094592087258611 1 32
1096240073750385 2 32
1110384688985174 2 32
1114780401874939 2 32
1120141571349456 1 32
1135253813159878 2 32
1180918481941092 1 32
1202646053084815 1 32
1253234684703392 2 32
1257092900984885 1 32
599176876897110 2 31
644372212372104 2 31
785972951508292 1 31
847507712014349 2 31
876804932446381 2 31
902739466427778 2 31
906343236110038 1 31
908546349237125 1 31
933613940053929 1 31
942119842545714 1 31
958356244231105 2 31
964547376957300 1 31
966612746745502 2 31
993858954009034 2 31
994145720607829 2 31
1031503443560867 2 31
1041728792515282 2 31
1042875002402375 2 31
1048769011809929 2 31
1060672210620820 2 31
1076223449075660 2 31
1081622458537112 1 31
1097467360277802 1 31
1099384213414043 2 31
1138047176208825 2 31
1138795559468760 2 31
1144471305570657 1 31
1170146686334733 2 31
1193207804026239 2 31
1226150647413057 2 31
1254860917863252 1 31
10205858639244852 2 31
10208528738239528 1 31
564023837087505 2 30
770771456378816 2 30
807537139392076 2 30
816907821740081 2 30
860155167416404 2 30
890956647645143 1 30
909304252478808 2 30
929288577156445 2 30
931701463564712 2 30
937067123047126 2 30
941619619254909 1 30
952707651459765 1 30
959710194099121 2 30
961896447227417 2 30
966823710059685 1 30
970812582981598 2 30
985047818226248 2 30
1023457651059603 1 30
1032195736832713 2 30
1037928989603664 1 30
1037974716224539 2 30
1052400118114492 2 30
1058701844153598 1 30
1077203325635820 2 30
1090337314318545 1 30
1093718437345845 2 30
1120109018007897 1 30
1121020491250975 2 30
1126458054038992 2 30
1129533720399106 2 30
1130162727008590 2 30
1139659662725700 1 30
1179480085401891 2 30
1197903833560701 2 30
1215228781826306 2 30
1233176433366458 1 30
1239066569441864 2 30
1239318606086306 2 30
1266312210051761 2 30
10204456412804352 2 30
10208038034579066 2 30
611704378967775 2 29
694663087337325 2 29
732340533536818 2 29
752552234878805 1 29
772559059556755 2 29
773885922748276 2 29
850525091731755 1 29
867456320019059 2 29
886319241452770 1 29
923692991041371 2 29
931164620302954 2 29
939222942826089 2 29
943447542410506 2 29
963504310389004 1 29
982801375115675 1 29
992351650811307 2 29
993829247340698 2 29
1012113862187742 1 29
1023309034358981 1 29
1031833386838357 2 29
1036030003085779 2 29
1042025839153041 1 29
1061658437186903 1 29
1068758833142585 1 29
1087592437926693 2 29
1098214080198260 1 29
1109318482412106 2 29
1123059581046464 1 29
1135484019798157 2 29
1205566749461104 2 29
1207631855917066 2 29
1238690066148319 1 29
1284305211585714 1 29
10203862969253944 1 29
10208424270550008 1 29
452865794917465 2 28
745879218880407 2 28
789882514454994 2 28
917309405022151 1 28
920969607951254 2 28
938950162852789 2 28
940107462730935 2 28
947044702052561 2 28
949867898418061 2 28
964149333660726 1 28
984823501578136 1 28
994958827192787 1 28
1016300315057687 2 28
1019282031463174 2 28
1023604640992961 2 28
1025507954138019 1 28
1026918613996846 2 28
1031268520227279 2 28
1053987167952903 1 28
1054937511193439 2 28
1056360237767940 2 28
1149075561810543 2 28
1149235905109966 1 28
1197018856981264 2 28
1283859844963655 2 28
1939704166255113 1 28
10204245116362036 2 28
548670535282798 1 27
627711874033354 1 27
758896000911731 2 27
896469520388824 2 27
901027633300323 1 27
921202934665284 2 27
925538810861783 1 27
935913576500990 2 27
944827455614241 2 27
993895920676642 2 27
1000998176589765 1 27
1040963869258723 1 27
1040988089254713 2 27
1048536751831696 2 27
1053378418026824 2 27
1067919383229489 2 27
1076224339068352 2 27
1076928805660438 1 27
1081697941849941 2 27
1085306224874646 1 27
1092133690806432 2 27
1097043360319168 2 27
1109799849031168 2 27
1128824173802023 1 27
1146101478748331 2 27
1169185276428530 2 27
1233948256620285 2 27
1252103844804294 2 27
1256713707688802 1 27
1261047540587623 2 27
1305708629445449 2 27
10153819162963624 1 27
10201702729846636 2 27
10203971397325694 1 27
547312905418320 2 26
568462486644688 2 26
643244402446029 2 26
730540317082309 1 26
780651188735402 2 26
815585891884411 1 26
867130946716553 1 26
873849739360156 2 26
876456245773259 1 26
877149259050718 2 26
904840199569620 2 26
922193974526025 2 26
938975246178904 2 26
941194962629898 2 26
942700002431981 2 26
948106548588505 2 26
960443700702724 2 26
964517626966747 1 26
973990772621624 1 26
976459762428521 2 26
988879731203132 2 26
996220233753007 2 26
1000221146666845 2 26
1001066223249757 1 26
1023081161046282 2 26
1024394144249923 2 26
1028567770498955 1 26
1029526857069644 2 26
1051132321577909 1 26
1052829434735560 2 26
1075687625784617 2 26
1077202165631749 2 26
1101882486502355 2 26
1109406395745503 1 26
1120610551292217 1 26
1140280172666951 2 26
1180251448666466 2 26
1237172662964557 1 26
1241671505846720 2 26
10208052007242010 2 26
518395701676743 2 25
723423684424363 2 25
746975132103187 2 25
802724756539657 2 25
805647359539320 2 25
893539857409652 2 25
908249392599542 2 25
908315215912380 2 25
911255418955039 2 25
915174995240537 2 25
916751915072305 1 25
917025435055650 2 25
920891721335165 1 25
932701556807486 2 25
941131329308806 1 25
941992859212924 1 25
945226035566674 1 25
950943108318575 1 25
961867033903051 1 25
966311746762982 2 25
971899019551086 2 25
981328545257218 2 25
1013190755368137 1 25
1019773951378009 2 25
1025415204219455 2 25
1030852683604882 2 25
1047323231955214 1 25
1050458468306409 1 25
1056810844339394 1 25
1057756070912092 1 25
1062296723790911 2 25
