3 1 264943608 1 0.17073170731707318
3 1 264943608 1 1.0
3 1 50425673 2 0.024390243902439025
3 1 50425673 2 1.0
3 1 1637538951 1 0.008130081300813009
3 1 1637538951 1 1.0
12 2 196433636 2 0.10526315789473684
12 2 196433636 2 0.4
3 1 210771815 2 0.008130081300813009
3 1 210771815 2 1.0
3 1 11392366 2 0.032520325203252036
3 1 11392366 2 1.0
3 1 331337749 2 0.016260162601626018
3 1 331337749 2 1.0
3 1 635333873 2 0.008130081300813009
3 1 635333873 2 1.0
3 1 229294516 1 0.008130081300813009
3 1 229294516 1 1.0
3 1 285007533 2 0.04878048780487805
3 1 285007533 2 1.0
41 1 12 2 0.19230769230769232
41 1 12 2 0.2631578947368421
41 1 3 1 0.7307692307692307
41 1 3 1 0.15447154471544716
12 2 3 1 0.631578947368421
12 2 3 1 0.0975609756097561
12 2 41 1 0.15789473684210525
12 2 41 1 0.11538461538461539
67 1 3 1 1.6666666666666667
67 1 3 1 0.2032520325203252
67 1 12 2 0.13333333333333333
67 1 12 2 0.10526315789473684
42 1 3 1 2.375
42 1 3 1 0.3089430894308943
42 1 196433636 2 0.0625
42 1 196433636 2 0.2
42 1 41 1 0.5
42 1 41 1 0.3076923076923077
3 1 42 1 0.024390243902439025
3 1 42 1 0.1875
3 1 41 1 0.08943089430894309
3 1 41 1 0.4230769230769231
3 1 353674750 1 0.008130081300813009
3 1 353674750 1 1.0
3 1 114 1 0.008130081300813009
3 1 114 1 0.25
3 1 17581805 1 0.016260162601626018
3 1 17581805 1 1.0
3 1 11961524 2 0.008130081300813009
3 1 11961524 2 1.0
3 1 278004442 1 0.008130081300813009
3 1 278004442 1 1.0
3 1 182383446 1 0.008130081300813009
3 1 182383446 1 1.0
3 1 67 1 0.024390243902439025
3 1 67 1 0.2
3 1 375898382 1 0.008130081300813009
3 1 375898382 1 1.0
41 1 42 1 0.34615384615384615
41 1 42 1 0.5625
67 1 32289093 2 0.06666666666666667
67 1 32289093 2 1.0
67 1 41 1 0.26666666666666666
67 1 41 1 0.15384615384615385
3 1 225775 2 0.008130081300813009
3 1 225775 2 0.2
3 1 17987 2 0.024390243902439025
3 1 17987 2 0.08823529411764706
3 1 116277 2 0.008130081300813009
3 1 116277 2 0.25
